Sample_ID,Collect_DateTime,Ammonia Nitrogen,Conductivity,"Conductivity, Field",Dissolved Oxygen,"Dissolved Oxygen, Field",E. coli,Enterococcus,Fecal Coliform,Nitrite + Nitrate Nitrogen,Orthophosphate Phosphorus,Silica,Temperature,Total Alkalinity,Total Nitrogen,Total Phosphorus,Total Suspended Solids,Turbidity,pH,"pH, Field"
9077,09/04/1979 12:00:00 AM,1.14,176.0,,8.2,,,,2000.0,0.444,,,15.6,,,0.62,23.7,7.2,7.2,7.2
9116,09/24/1979 12:00:00 AM,2.1,197.0,,8.4,,,,20.0,0.249,,,14.8,,,0.86,7.5,2.8,7.5,7.5
9155,10/08/1979 12:00:00 AM,5.88,350.0,,9.0,,,,40.0,0.254,,,13.9,,,1.33,7.2,2.8,7.4,7.4
9194,10/22/1979 12:00:00 AM,1.06,195.0,,9.4,,,,520.0,0.316,,,10.3,,,0.37,6.0,2.9,7.6,7.6
9248,11/06/1979 12:00:00 AM,0.552,1500.0,,10.2,,,,340.0,0.296,,,10.9,,,0.25,8.0,3.1,7.4,7.4
9256,11/26/1979 12:00:00 AM,1.83,450.0,,10.5,,,,,0.518,,,5.9,,,0.8,6.8,3.6,9.0,9.0
9295,12/05/1979 12:00:00 AM,0.29,41.0,,11.4,,,,130.0,0.605,,,6.8,,,0.22,99.0,70.0,7.1,7.1
9318,12/17/1979 12:00:00 AM,0.194,,,12.8,,,,380.0,0.703,,,6.0,,,0.26,135.0,33.0,7.1,7.1
9320,01/02/1980 12:00:00 AM,0.412,120.0,,10.8,,,,270.0,0.671,,,7.4,,,0.21,11.7,68.0,6.8,6.8
9328,01/21/1980 12:00:00 AM,0.54,107.0,,12.0,,,,50.0,0.874,,,4.5,,,0.21,12.7,2.5,7.2,7.2
9361,02/11/1980 12:00:00 AM,0.386,86.0,,12.0,,,,90.0,0.553,,,3.4,,,0.19,10.8,4.8,7.0,7.0
9369,02/26/1980 12:00:00 AM,0.698,112.0,,10.5,,,,730.0,0.572,,,8.5,,,0.33,21.3,7.3,7.3,7.3
9402,03/10/1980 12:00:00 AM,0.388,81.0,,11.4,,,,67.0,0.424,,,7.5,,,0.23,9.0,6.5,7.3,7.3
9410,03/24/1980 12:00:00 AM,0.447,91.0,,11.4,,,,200.0,0.502,,,8.0,,,0.19,12.3,6.7,7.2,7.2
9443,04/01/1980 12:00:00 AM,0.342,83.0,,11.4,,,,290.0,0.386,,,7.1,,,0.18,3.0,4.1,7.3,7.3
9445,04/14/1980 12:00:00 AM,0.324,87.0,,10.3,,,,120.0,0.26,,,11.8,,,0.19,10.9,5.5,7.4,7.4
9478,04/30/1980 12:00:00 AM,0.241,,,11.3,,,,140.0,0.19,,,9.2,,,,9.5,,7.0,7.0
9480,05/14/1980 12:00:00 AM,0.352,144.0,,9.4,,,,39.0,0.302,,,11.0,,,0.07,4.0,1.9,7.0,7.0
9488,05/27/1980 12:00:00 AM,0.887,130.0,,9.6,,,,1000.0,0.662,,,10.6,,,0.51,24.6,6.6,7.4,7.4
9521,06/11/1980 12:00:00 AM,1.09,162.0,,9.0,,,,38.0,0.521,,,15.2,,,0.22,4.3,2.4,7.4,7.4
9554,06/26/1980 12:00:00 AM,0.437,128.0,,9.4,,,,440.0,0.491,,,14.1,,,0.19,16.0,4.3,7.3,7.3
9556,07/09/1980 12:00:00 AM,0.812,154.0,,8.2,,,,48.0,0.313,,,17.2,,,0.31,10.0,3.9,7.2,7.2
9558,07/22/1980 12:00:00 AM,0.851,140.0,,7.8,,,,100.0,0.37,,,19.8,,,0.46,14.5,4.3,7.4,7.4
9597,08/06/1980 12:00:00 AM,1.33,450.0,,8.1,,,,180.0,0.404,,,16.2,,,0.56,8.0,3.3,7.6,7.6
9630,08/19/1980 12:00:00 AM,1.39,169.0,,8.6,,,,200.0,0.395,,,14.4,,,0.56,16.8,6.5,7.3,7.3
9632,09/02/1980 12:00:00 AM,1.53,168.0,,8.9,,,,340.0,0.343,,,14.0,,,0.84,13.5,3.8,7.2,7.2
9665,09/30/1980 12:00:00 AM,0.04,112.0,,9.2,,,,55.0,0.296,,,14.1,,,5.77,6.7,4.0,7.4,7.4
9698,10/21/1980 12:00:00 AM,4.86,122.0,,9.9,,,,34.0,2.03,0.95,,11.6,,,0.48,6.3,3.9,7.3,7.3
9700,10/27/1980 12:00:00 AM,1.31,117.0,,10.4,,,,27.0,0.227,0.452,,9.4,,,0.57,4.0,1.6,7.2,7.2
9708,11/05/1980 12:00:00 AM,0.683,120.0,,9.5,,,,260.0,0.419,0.243,,11.0,,,0.37,20.0,6.2,7.6,7.6
9741,11/20/1980 12:00:00 AM,0.44,90.0,,10.8,,,,600.0,0.58,,,8.3,,,0.23,15.7,83.0,7.2,7.2
9743,12/08/1980 12:00:00 AM,0.483,103.0,,12.2,,,,36.0,0.779,,,8.7,,,0.23,5.6,2.8,7.2,7.2
9745,12/16/1980 12:00:00 AM,0.173,73.0,,11.9,,,,28.0,0.249,,,6.3,,,0.13,83.0,33.0,7.1,7.1
9778,01/07/1981 12:00:00 AM,0.581,160.0,,11.2,,,,64.0,0.593,0.093,,6.8,,,0.17,12.4,5.2,7.1,7.1
9815,01/22/1981 12:00:00 AM,1.02,15.0,,9.86,,,,280.0,0.697,0.085,,9.3,,,0.134,6.3,4.5,7.2,7.2
9817,02/04/1981 12:00:00 AM,0.834,139.0,,11.5,,,,72.0,0.694,0.179,,5.5,,,0.048,,,5.2,5.2
9855,02/26/1981 12:00:00 AM,0.299,290.0,,10.9,,,,90.0,0.532,0.087,,7.1,,,0.158,31.5,16.0,7.1,7.1
9893,03/19/1981 12:00:00 AM,0.473,116.0,,11.0,,,,46.0,0.587,0.108,,8.8,,,0.223,26.0,5.8,6.9,6.9
9895,03/31/1981 12:00:00 AM,0.412,162.0,,10.0,,,,72.0,0.538,0.246,,8.5,,,0.335,7.2,3.8,7.2,7.2
9897,04/14/1981 12:00:00 AM,0.596,95.0,,10.8,,,,100.0,0.561,0.13,,8.2,,,,7.0,36.0,7.5,7.5
9935,04/23/1981 12:00:00 AM,0.313,57.0,,10.7,,,,120.0,0.203,0.086,,9.2,,,0.167,104.0,27.0,7.2,7.2
9974,05/14/1981 12:00:00 AM,0.306,87.0,,10.1,,,,72.0,0.934,0.122,,11.4,,,0.164,16.7,4.1,7.2,7.2
9976,05/27/1981 12:00:00 AM,0.377,95.0,,9.92,,,,91.0,0.247,0.121,,12.8,,,0.211,4.0,2.9,7.4,7.4
10015,06/25/1981 12:00:00 AM,0.29,76.0,,9.58,,,,24.0,0.235,0.061,,14.4,,,0.081,6.0,3.2,7.3,7.3
10017,06/30/1981 12:00:00 AM,0.42,113.0,,8.48,,,,30.0,0.398,0.166,,16.0,,,0.182,7.0,3.4,7.2,7.2
10019,07/07/1981 12:00:00 AM,0.726,135.0,,9.26,,,,74.0,0.327,0.356,,13.0,,,0.42,4.67,3.7,7.1,7.1
10058,07/23/1981 12:00:00 AM,0.829,156.0,,8.74,,,,130.0,0.973,0.377,,15.9,,,0.413,7.67,2.8,7.2,7.2
10060,07/24/1981 12:00:00 AM,0.916,,,,,,,24.0,,0.368,,15.0,,,0.418,,,,
10062,08/05/1981 12:00:00 AM,0.182,156.0,,8.54,,,,120.0,0.118,0.045,,16.8,,,0.521,6.33,2.6,7.0,7.0
10101,08/20/1981 12:00:00 AM,0.042,201.0,,8.13,,,,120.0,0.466,0.042,,16.9,,,0.634,5.33,3.5,7.3,7.3
10140,09/17/1981 12:00:00 AM,0.475,196.0,,8.4,,,,140.0,0.423,0.415,,17.0,,,0.435,4.0,2.0,7.0,7.0
10142,09/29/1981 12:00:00 AM,1.08,66.0,,9.13,,,,730.0,0.524,0.37,,13.0,,,0.45,12.4,10.0,6.9,6.9
10144,10/13/1981 12:00:00 AM,0.531,88.0,,9.99,,,,46.0,0.369,0.17,,9.5,,,0.057,6.67,2.7,6.9,6.9
10183,10/22/1981 12:00:00 AM,0.852,96.0,,10.7,,,,23.0,0.335,0.072,,9.0,,,0.104,4.0,2.9,6.7,6.7
10186,10/29/1981 12:00:00 AM,,,,,,,,,,,,10.2,,,,,,,
10190,11/09/1981 12:00:00 AM,0.915,,,10.7,,,,37.0,0.31,0.284,,8.9,,,0.044,,,,
10232,11/19/1981 12:00:00 AM,1.03,136.0,,9.82,,,,110.0,0.522,0.337,,9.0,,,0.361,2.8,3.5,7.0,7.0
10234,12/01/1981 12:00:00 AM,0.887,140.0,,10.8,,,,110.0,0.631,0.175,,6.7,,,0.229,5.67,2.6,7.0,7.0
10273,12/17/1981 12:00:00 AM,0.32,89.0,,11.2,,,,140.0,1.11,0.099,,5.0,,,0.065,7.67,4.7,6.9,6.9
10368,01/04/1982 12:00:00 AM,0.868,135.0,,11.2,,,,28.0,0.699,0.22,,4.4,,,0.381,6.33,4.7,6.8,6.8
10407,01/21/1982 12:00:00 AM,0.397,84.0,,11.8,,,,110.0,0.662,0.075,,5.0,,,,,5.5,7.0,7.0
10408,01/21/1982 12:00:00 AM,0.377,81.0,,11.9,,,,76.0,0.655,0.07,,5.0,,,0.114,15.0,5.4,7.0,7.0
10409,01/21/1982 12:00:00 AM,0.214,80.0,,12.1,,,,100.0,0.662,0.047,,5.0,,,,,5.0,7.0,7.0
10411,02/01/1982 12:00:00 AM,0.278,70.0,,11.7,,,,76.0,0.471,0.091,,8.9,,,,,13.0,7.5,7.5
10412,02/01/1982 12:00:00 AM,0.276,70.0,,11.8,,,,92.0,0.502,0.091,,8.9,,,,,13.0,7.6,7.6
10413,02/01/1982 12:00:00 AM,0.411,73.0,,11.7,,,,60.0,0.483,0.123,,8.9,,,,,12.0,7.5,7.5
10452,02/25/1982 12:00:00 AM,0.188,104.0,,11.8,,,,58.0,0.589,0.066,,5.8,,,,,15.0,6.9,6.9
10453,02/25/1982 12:00:00 AM,0.214,87.0,,11.9,,,,66.0,0.589,0.064,,5.8,,,0.096,46.0,27.0,6.9,6.9
10454,02/25/1982 12:00:00 AM,0.196,88.0,,11.8,,,,56.0,0.569,0.073,,5.8,,,,,23.0,6.9,6.9
10456,03/08/1982 12:00:00 AM,0.413,,,11.3,,,,27.0,0.588,0.117,,7.5,,,,,,7.3,7.3
10457,03/08/1982 12:00:00 AM,0.438,,,11.3,,,,22.0,0.579,0.119,,7.5,,,,,,7.3,7.3
10458,03/08/1982 12:00:00 AM,0.513,,,11.2,,,,33.0,0.579,0.141,,7.5,,,,,,7.2,7.2
10497,03/25/1982 12:00:00 AM,0.542,109.0,,10.6,,,,10.0,0.532,0.003,,9.1,,,,,3.2,7.2,7.2
10498,03/25/1982 12:00:00 AM,0.567,104.0,,10.6,,,,8.0,0.532,0.003,,9.2,,,0.17,7.67,3.3,7.2,7.2
10499,03/25/1982 12:00:00 AM,0.597,88.0,,10.3,,,,9.0,0.533,0.003,,9.2,,,,,3.4,7.2,7.2
10501,04/05/1982 12:00:00 AM,0.541,,,10.8,,,,21.0,1.84,0.144,,8.4,,,,,,7.2,7.2
10502,04/05/1982 12:00:00 AM,0.574,,,10.8,,,,12.0,1.84,0.15,,8.4,,,,,,7.2,7.2
10503,04/05/1982 12:00:00 AM,0.6,,,10.8,,,,18.0,1.84,0.153,,8.4,,,,,,7.2,7.2
10542,04/22/1982 12:00:00 AM,0.644,,,9.81,,,,7.0,0.333,0.109,,11.9,,,0.167,,,7.2,7.2
10543,04/22/1982 12:00:00 AM,0.698,114.0,,9.99,,,,5.0,0.331,0.112,,11.9,,,0.186,4.0,2.7,7.2,7.2
10544,04/22/1982 12:00:00 AM,0.761,,,9.7,,,,8.0,0.33,0.119,,11.9,,,0.181,,,7.2,7.2
10546,05/11/1982 12:00:00 AM,0.393,,,10.7,,,,19.0,0.326,0.213,,9.3,,,0.13,,,7.1,7.1
10547,05/11/1982 12:00:00 AM,0.327,,,10.8,,,,21.0,0.045,0.141,,9.3,,,0.157,,,7.2,7.2
10548,05/11/1982 12:00:00 AM,0.36,,,10.8,,,,26.0,0.035,0.142,,9.3,,,0.14,,,7.1,7.1
10587,05/20/1982 12:00:00 AM,0.301,,,10.4,,,,38.0,0.194,0.066,,10.5,,,0.103,,,7.2,7.2
10588,05/20/1982 12:00:00 AM,0.454,,,10.3,,,,10.0,0.283,0.209,,10.5,,,0.094,9.99,,7.2,7.2
10589,05/20/1982 12:00:00 AM,0.41,,,10.4,,,,23.0,0.449,0.207,,10.5,,,0.116,,,7.2,7.2
10591,06/02/1982 12:00:00 AM,0.613,,,9.7,,,,54.0,0.171,0.202,,11.5,,,0.235,,,6.9,6.9
10592,06/02/1982 12:00:00 AM,0.607,,,9.83,,,,59.0,0.174,0.195,,11.9,,,0.229,,,7.0,7.0
10593,06/02/1982 12:00:00 AM,0.526,,,9.71,,,,41.0,0.188,0.172,,11.5,,,0.208,,,7.0,7.0
10595,06/08/1982 12:00:00 AM,0.591,,,9.11,,,,27.0,0.261,0.298,,14.0,,,0.444,,,7.0,7.0
10596,06/08/1982 12:00:00 AM,0.544,,,9.0,,,,28.0,0.252,0.287,,14.0,,,0.405,,,7.0,7.0
10597,06/08/1982 12:00:00 AM,0.458,,,9.02,,,,20.0,0.266,0.273,,14.0,,,0.354,,,7.0,7.0
10636,06/17/1982 12:00:00 AM,0.819,148.0,,8.23,,,,120.0,0.436,0.094,,17.0,,,0.131,,2.2,7.0,7.0
10637,06/17/1982 12:00:00 AM,0.778,157.0,,8.38,,,,100.0,0.437,0.079,,17.1,,,0.131,5.67,4.3,7.1,7.1
10638,06/17/1982 12:00:00 AM,0.783,153.0,,8.21,,,,84.0,0.248,0.078,,17.0,,,0.116,,3.8,7.0,7.0
10640,06/22/1982 12:00:00 AM,0.609,,,8.32,,,,210.0,0.872,0.339,,18.1,,,0.405,,,7.1,7.1
10641,06/22/1982 12:00:00 AM,0.583,,,9.3,,,,190.0,0.853,0.336,,18.1,,,0.367,,,7.1,7.1
10642,06/22/1982 12:00:00 AM,0.53,,,9.3,,,,200.0,0.86,0.287,,18.0,,,0.328,,,7.2,7.2
10644,06/29/1982 12:00:00 AM,1.81,,,7.25,,,,120.0,0.368,0.486,,18.4,,,0.408,,,7.1,7.1
10645,06/29/1982 12:00:00 AM,1.58,,,7.5,,,,170.0,0.39,0.445,,18.4,,,0.448,,,7.2,7.2
10646,06/29/1982 12:00:00 AM,1.18,,,7.7,,,,120.0,0.392,0.274,,18.2,,,0.332,,,7.2,7.2
10648,07/06/1982 12:00:00 AM,1.41,,,8.51,,,,820.0,0.502,0.536,,16.4,,,0.642,,,7.1,7.1
10649,07/06/1982 12:00:00 AM,1.62,,,8.4,,,,1100.0,0.469,0.539,,16.2,,,0.636,,,7.1,7.1
10650,07/06/1982 12:00:00 AM,1.23,,,8.45,,,,500.0,0.435,0.435,,16.2,,,0.549,,,7.1,7.1
10652,07/13/1982 12:00:00 AM,1.24,140.0,,8.16,,,,49.0,0.27,0.572,,18.6,,,0.496,,2.0,7.1,7.1
10653,07/13/1982 12:00:00 AM,1.1,128.0,,8.21,,,,28.0,0.248,0.42,,18.7,,,0.48,,2.4,7.1,7.1
10654,07/13/1982 12:00:00 AM,1.1,126.0,,8.23,,,,32.0,0.246,0.406,,18.6,,,0.413,,2.3,7.1,7.1
10690,07/22/1982 12:00:00 AM,0.807,,,8.8,,,,24.0,0.413,0.252,,15.2,,,0.279,,,7.2,7.2
10691,07/22/1982 12:00:00 AM,0.79,144.0,,8.82,,,,72.0,0.411,0.248,,14.9,,,0.259,3.99,2.3,7.2,7.2
10692,07/22/1982 12:00:00 AM,0.683,,,8.83,,,,100.0,0.408,0.265,,15.0,,,0.228,,,7.2,7.2
10694,07/27/1982 12:00:00 AM,1.07,,,7.78,,,,160.0,0.326,0.045,,19.2,,,,,,7.1,7.1
10695,07/27/1982 12:00:00 AM,0.973,,,7.64,,,,120.0,0.329,0.504,,19.2,,,,,,7.1,7.1
10696,07/27/1982 12:00:00 AM,0.987,,,7.73,,,,130.0,0.349,0.347,,19.3,,,,,,7.2,7.2
10698,07/29/1982 12:00:00 AM,,,,,,,,,,,,19.2,,,,,,,
10699,07/29/1982 12:00:00 AM,,,,,,,,,,,,19.2,,,,,,,
10700,07/29/1982 12:00:00 AM,,,,,,,,,,,,19.1,,,,,,,
10702,08/03/1982 12:00:00 AM,0.071,,,8.33,,,,190.0,0.453,0.05,,16.8,,,0.096,,,7.2,7.2
10703,08/03/1982 12:00:00 AM,0.052,,,8.33,,,,180.0,0.444,0.054,,16.8,,,0.095,,,7.2,7.2
10704,08/03/1982 12:00:00 AM,0.052,,,8.33,,,,400.0,0.457,0.046,,16.8,,,0.092,,,7.2,7.2
10706,08/10/1982 12:00:00 AM,2.12,,,7.9,,,,160.0,0.429,0.631,,17.4,,,,,,7.2,7.2
10707,08/10/1982 12:00:00 AM,2.28,,,7.85,,,,120.0,0.42,0.68,,17.2,,,,,,7.2,7.2
10708,08/10/1982 12:00:00 AM,2.06,,,8.0,,,,130.0,0.391,0.601,,17.2,,,0.856,,,7.2,7.2
10744,08/19/1982 12:00:00 AM,0.598,,,7.93,,,,240.0,0.627,0.39,,17.5,,,0.414,,,7.7,7.7
10745,08/19/1982 12:00:00 AM,0.458,180.0,,8.1,,,,200.0,0.634,0.383,,17.5,,,0.48,9.33,2.1,7.3,7.3
10746,08/19/1982 12:00:00 AM,0.561,,,7.98,,,,200.0,0.642,0.401,,17.5,,,0.587,,,7.8,7.8
10748,08/25/1982 12:00:00 AM,1.77,,,7.2,,,,320.0,0.343,0.742,,19.8,,,0.819,,,7.2,7.2
10749,08/25/1982 12:00:00 AM,1.89,,,7.2,,,,280.0,0.359,0.794,,19.9,,,0.817,,,7.2,7.2
10750,08/25/1982 12:00:00 AM,1.73,,,7.1,,,,310.0,0.361,0.792,,19.9,,,0.793,,,7.2,7.2
10752,08/31/1982 12:00:00 AM,1.91,,,8.18,,,,190.0,0.396,0.647,,17.0,,,0.866,,,7.3,7.3
10753,08/31/1982 12:00:00 AM,1.79,,,8.22,,,,120.0,0.348,0.64,,17.0,,,0.852,,,7.2,7.2
10754,08/31/1982 12:00:00 AM,1.46,,,8.25,,,,140.0,0.366,0.518,,17.0,,,0.824,,,7.2,7.2
10756,09/02/1982 12:00:00 AM,,,,,,,,,,,,19.5,,,,,,,
10757,09/02/1982 12:00:00 AM,,,,,,,,,,,,19.5,,,,,,,
10758,09/02/1982 12:00:00 AM,,,,,,,,,,,,19.5,,,,,,,
10760,09/07/1982 12:00:00 AM,1.46,,,8.04,,,,180.0,0.326,0.617,,18.3,,,0.683,,,7.3,7.3
10761,09/07/1982 12:00:00 AM,1.36,,,8.09,,,,140.0,0.321,0.492,,18.3,,,0.629,,,7.3,7.3
10762,09/07/1982 12:00:00 AM,1.13,,,8.12,,,,210.0,0.344,0.505,,18.3,,,0.549,,,7.3,7.3
10764,09/15/1982 12:00:00 AM,1.83,,,8.1,,,,120.0,0.481,0.587,,15.8,,,0.707,,,7.0,7.0
10765,09/15/1982 12:00:00 AM,1.64,,,8.31,,,,190.0,0.453,0.598,,15.5,,,0.643,,,7.1,7.1
10766,09/15/1982 12:00:00 AM,1.51,,,8.49,,,,160.0,0.323,0.53,,15.8,,,0.624,,,7.0,7.0
10768,09/16/1982 12:00:00 AM,,,,,,,,,,,,15.0,,,,,,,
10769,09/16/1982 12:00:00 AM,,,,,,,,,,,,14.8,,,,,,,
10770,09/16/1982 12:00:00 AM,,,,,,,,,,,,14.8,,,,,,,
10806,09/23/1982 12:00:00 AM,1.21,,,8.3,,,,140.0,0.447,0.755,,16.0,,,,,,7.1,7.1
10807,09/23/1982 12:00:00 AM,1.91,191.0,,8.67,,,,140.0,0.661,0.646,,16.0,,,0.706,6.5,3.4,7.4,7.4
10808,09/23/1982 12:00:00 AM,0.697,,,8.81,,,,150.0,0.629,0.447,,15.6,,,0.519,,,7.1,7.1
10810,09/28/1982 12:00:00 AM,1.53,,,8.95,,,,180.0,0.103,0.543,,14.1,,,1.2,,,7.1,7.1
10811,09/28/1982 12:00:00 AM,1.23,,,9.09,,,,160.0,0.092,0.542,,14.2,,,0.681,,,7.2,7.2
10812,09/28/1982 12:00:00 AM,0.988,,,9.05,,,,88.0,0.093,0.445,,14.0,,,0.514,,,7.2,7.2
10814,10/05/1982 12:00:00 AM,0.159,,,9.9,,,,32.0,0.255,0.039,,12.8,,,0.061,,,7.3,7.3
10815,10/05/1982 12:00:00 AM,0.062,,,9.9,,,,30.0,0.225,0.028,,12.8,,,0.06,,,7.3,7.3
10816,10/05/1982 12:00:00 AM,0.05,,,9.86,,,,41.0,0.231,0.03,,12.8,,,0.179,,,7.4,7.4
10818,10/12/1982 12:00:00 AM,1.25,,,9.54,,,,96.0,0.207,0.446,,12.7,,,0.595,,,7.0,7.0
10819,10/12/1982 12:00:00 AM,1.58,,,9.5,,,,80.0,0.2,0.508,,13.0,,,0.595,,,7.0,7.0
10820,10/12/1982 12:00:00 AM,0.651,,,9.62,,,,88.0,0.208,0.305,,12.4,,,0.374,,,7.1,7.1
10856,10/21/1982 12:00:00 AM,0.283,,,10.0,,,,47.0,0.051,0.081,,10.3,,,0.439,,,7.3,7.3
10857,10/21/1982 12:00:00 AM,0.4,156.0,,9.92,,,,32.0,0.006,0.103,,10.5,,,0.578,5.0,1.8,7.3,7.3
10858,10/21/1982 12:00:00 AM,0.405,,,9.81,,,,55.0,0.045,0.117,,10.6,,,0.608,,,7.2,7.2
10860,10/26/1982 12:00:00 AM,1.16,,,9.5,,,,74.0,0.378,0.36,,11.5,,,0.466,,,7.2,7.2
10861,10/26/1982 12:00:00 AM,0.978,,,9.4,,,,110.0,0.24,0.346,,11.3,,,0.415,,,7.3,7.3
10862,10/26/1982 12:00:00 AM,0.81,,,9.45,,,,100.0,0.225,0.294,,11.3,,,0.372,,,7.2,7.2
10864,11/02/1982 12:00:00 AM,0.205,,,11.0,,,,1000.0,0.551,0.075,,8.3,,,0.138,,,7.3,7.3
10865,11/02/1982 12:00:00 AM,0.1,,,11.1,,,,1100.0,0.486,0.068,,8.3,,,0.144,,,7.3,7.3
10866,11/02/1982 12:00:00 AM,0.58,,,11.1,,,,1200.0,0.727,0.093,,8.3,,,0.107,,,7.3,7.3
10868,11/09/1982 12:00:00 AM,0.526,,,11.5,,,,48.0,0.284,0.117,,6.0,,,0.189,,,7.3,7.3
10869,11/09/1982 12:00:00 AM,0.377,,,11.4,,,,51.0,0.268,0.095,,6.0,,,0.183,,,7.4,7.4
10870,11/09/1982 12:00:00 AM,0.303,,,11.5,,,,68.0,0.233,0.077,,6.0,,,0.173,,,7.4,7.4
10872,11/18/1982 12:00:00 AM,0.165,,,11.0,,,,960.0,0.419,0.085,,6.9,,,0.162,,,7.2,7.2
10873,11/18/1982 12:00:00 AM,0.008,,,11.0,,,,1100.0,0.372,0.075,,6.9,,,0.133,,,7.2,7.2
10874,11/18/1982 12:00:00 AM,0.089,,,11.0,,,,1100.0,0.394,0.064,,6.9,,,0.134,,,7.3,7.3
10876,11/23/1982 12:00:00 AM,0.661,,,12.1,,,,57.0,0.379,0.065,,4.0,,,0.208,,,7.3,7.3
10877,11/23/1982 12:00:00 AM,0.641,,,12.1,,,,130.0,0.381,0.141,,4.0,,,0.196,,,7.3,7.3
10878,11/23/1982 12:00:00 AM,0.514,,,12.1,,,,66.0,0.383,0.117,,4.0,,,0.153,,,7.3,7.3
10914,12/02/1982 12:00:00 AM,0.135,,,10.8,,,,200.0,0.036,0.032,,6.8,,,0.176,,,,
10915,12/02/1982 12:00:00 AM,0.141,138.0,,10.9,,,,230.0,0.029,0.032,,6.8,,,0.207,5.6,2.4,7.2,7.2
10916,12/02/1982 12:00:00 AM,0.162,,,10.8,,,,130.0,0.058,0.04,,6.7,,,0.221,,,,
10984,01/13/1983 12:00:00 AM,0.122,,,11.9,,,,59.0,0.138,0.04,,5.2,,,0.066,,,7.3,7.3
10985,01/13/1983 12:00:00 AM,0.133,68.0,,11.9,,,,50.0,0.188,0.047,,5.2,,,0.068,30.7,16.0,7.4,7.4
10986,01/13/1983 12:00:00 AM,0.076,,,6.98,,,,48.0,0.134,0.073,,5.1,,,0.076,,,7.4,7.4
11022,02/17/1983 12:00:00 AM,0.669,,,10.9,,,,190.0,0.511,,,7.7,,,0.081,,,6.9,6.9
11023,02/17/1983 12:00:00 AM,0.767,92.0,,10.9,,,,220.0,0.475,,,7.8,,,0.082,9.67,3.3,7.1,7.1
11024,02/17/1983 12:00:00 AM,0.85,,,11.0,,,,180.0,0.477,,,7.7,,,0.103,,,6.9,6.9
11060,03/17/1983 12:00:00 AM,,,,10.8,,,,14.0,0.442,0.079,,7.8,,,0.079,,,7.2,7.2
11061,03/17/1983 12:00:00 AM,,76.0,,10.8,,,,24.0,0.477,0.08,,7.8,,,0.08,9.66,2.5,7.2,7.2
11062,03/17/1983 12:00:00 AM,,,,10.7,,,,28.0,0.49,0.089,,7.8,,,0.089,,,7.2,7.2
11098,04/21/1983 12:00:00 AM,0.363,,,10.2,,,,160.0,0.21,0.077,,10.8,,,0.12,,,7.4,7.4
11099,04/21/1983 12:00:00 AM,0.315,65.0,,10.4,,,,220.0,0.184,0.066,,10.8,,,0.102,15.7,2.3,7.4,7.4
11100,04/21/1983 12:00:00 AM,0.286,,,10.3,,,,170.0,0.21,0.059,,10.8,,,0.107,,,7.4,7.4
11136,05/19/1983 12:00:00 AM,0.76,,,9.7,,,,77.0,0.296,0.181,,12.8,,,0.248,,,7.3,7.3
11137,05/19/1983 12:00:00 AM,0.675,115.0,,9.8,,,,100.0,0.296,0.163,,12.9,,,0.202,1.67,1.6,7.3,7.3
11138,05/19/1983 12:00:00 AM,0.488,,,9.8,,,,84.0,0.299,0.122,,12.9,,,0.17,,,7.3,7.3
11140,06/01/1983 12:00:00 AM,1.14,,,8.28,,,,290.0,0.519,0.142,,13.7,,,0.197,,,7.3,7.3
11141,06/01/1983 12:00:00 AM,1.3,,,8.26,,,,320.0,0.508,0.185,,13.7,,,0.236,,,7.1,7.1
11142,06/01/1983 12:00:00 AM,1.8,,,8.19,,,,240.0,0.496,0.264,,13.9,,,0.299,,,6.9,6.9
11144,06/07/1983 12:00:00 AM,1.28,,,8.41,,,,96.0,0.326,0.121,,17.0,,,0.129,,,7.0,7.0
11145,06/07/1983 12:00:00 AM,1.27,,,8.5,,,,82.0,0.325,0.078,,17.1,,,0.12,,,6.9,6.9
11146,06/07/1983 12:00:00 AM,0.892,,,8.5,,,,170.0,0.332,0.059,,17.0,,,0.106,,,7.0,7.0
11182,06/16/1983 12:00:00 AM,1.34,145.0,,8.9,,,,100.0,0.39,0.17,,15.6,,,0.17,,2.0,7.4,7.4
11183,06/16/1983 12:00:00 AM,1.11,140.0,,9.0,,,,110.0,0.344,0.139,,15.6,,,0.156,6.77,1.5,7.4,7.4
11184,06/16/1983 12:00:00 AM,0.65,130.0,,8.95,,,,100.0,0.347,0.09,,15.5,,,0.118,,1.8,7.4,7.4
11186,06/21/1983 12:00:00 AM,0.875,,,9.0,,,,560.0,0.307,0.11,,15.3,,,0.152,,,7.2,7.2
11187,06/21/1983 12:00:00 AM,0.645,,,8.93,,,,780.0,0.283,0.087,,15.3,,,0.087,,,7.2,7.2
11188,06/21/1983 12:00:00 AM,0.552,,,9.0,,,,640.0,0.337,0.078,,15.3,,,0.089,,,7.3,7.3
11190,06/28/1983 12:00:00 AM,0.957,,,8.41,,,,100.0,0.176,0.074,,17.8,,,0.12,,,6.6,6.6
11191,06/28/1983 12:00:00 AM,0.668,,,8.35,,,,110.0,0.106,0.066,,17.8,,,0.102,,,6.5,6.5
11192,06/28/1983 12:00:00 AM,0.566,,,8.49,,,,130.0,0.092,0.062,,17.8,,,0.108,,,6.4,6.4
