Sample_ID,Collect_DateTime,Ammonia Nitrogen,Conductivity,"Conductivity, Field",Dissolved Oxygen,"Dissolved Oxygen, Field",E. coli,Enterococcus,Fecal Coliform,Nitrite + Nitrate Nitrogen,Orthophosphate Phosphorus,Silica,Temperature,Total Alkalinity,Total Nitrogen,Total Phosphorus,Total Suspended Solids,Turbidity,pH,"pH, Field"
11010,02/17/1983 12:00:00 AM,0.076,86.0,,10.5,,,,270.0,0.679,,,,,,0.091,29.3,28.0,7.4,7.4
11021,02/17/1983 12:00:00 AM,0.053,85.0,,11.3,,,,580.0,1.04,,,,,,0.036,15.2,6.1,7.3,7.3
11047,03/17/1983 12:00:00 AM,,75.0,,11.7,,,,44.0,1.18,0.012,,7.7,,,0.019,2.33,1.5,7.5,7.5
11048,03/17/1983 12:00:00 AM,,83.0,,10.9,,,,36.0,0.718,0.027,,7.2,,,0.039,2.66,2.0,7.4,7.4
11059,03/17/1983 12:00:00 AM,,145.0,,11.8,,,,31.0,1.07,0.014,,6.8,,,0.018,3.99,1.6,7.5,7.5
11085,04/21/1983 12:00:00 AM,0.002,92.0,,11.2,,,,49.0,0.814,0.013,,11.1,,,0.027,3.67,0.8,7.6,7.6
11086,04/21/1983 12:00:00 AM,0.016,100.0,,9.71,,,,220.0,0.205,0.035,,11.2,,,0.056,8.67,4.0,7.4,7.4
11097,04/21/1983 12:00:00 AM,0.005,95.0,,11.7,,,,54.0,0.732,0.014,,11.0,,,0.03,4.67,0.8,7.8,7.8
11123,05/19/1983 12:00:00 AM,0.001,91.0,,11.8,,,,69.0,0.78,0.01,,9.7,,,0.026,2.0,0.7,7.7,7.7
11124,05/19/1983 12:00:00 AM,0.002,121.0,,9.25,,,,170.0,0.311,0.04,,10.7,,,0.062,3.66,2.0,7.7,7.7
11135,05/19/1983 12:00:00 AM,0.005,95.0,,11.8,,,,79.0,0.975,0.01,,10.3,,,0.031,2.67,0.9,7.8,7.8
11169,06/16/1983 12:00:00 AM,0.002,118.0,,10.8,,,,120.0,0.754,0.009,,12.8,,,0.018,0.99,0.8,7.9,7.9
11170,06/16/1983 12:00:00 AM,0.005,138.0,,8.63,,,,160.0,0.357,0.037,,13.1,,,0.041,3.0,2.5,7.8,7.8
11181,06/16/1983 12:00:00 AM,0.005,115.0,,11.2,,,,250.0,0.671,0.01,,12.6,,,0.023,1.34,0.9,8.1,8.1
11219,07/14/1983 12:00:00 AM,0.014,63.0,,10.5,,,,440.0,0.871,0.028,,12.2,,,0.086,14.0,3.5,7.3,7.3
11220,07/14/1983 12:00:00 AM,0.026,105.0,,8.71,,,,1200.0,0.214,0.034,,13.8,,,0.046,10.7,6.8,7.3,7.3
11231,07/14/1983 12:00:00 AM,0.022,66.0,,10.3,,,,620.0,0.864,0.028,,12.3,,,0.047,16.7,4.0,7.3,7.3
11273,08/18/1983 12:00:00 AM,0.019,125.0,,10.3,,,,170.0,0.69,0.019,,15.3,,,0.024,2.33,0.8,7.5,7.5
11274,08/18/1983 12:00:00 AM,0.04,155.0,,8.3,,,,230.0,0.313,0.017,,15.1,,,0.052,4.34,3.1,7.3,7.3
11285,08/18/1983 12:00:00 AM,0.053,135.0,,10.2,,,,440.0,0.649,0.024,,14.7,,,0.031,1.34,1.0,7.6,7.6
11327,09/22/1983 12:00:00 AM,0.001,115.0,,11.0,,,,130.0,0.775,0.003,,11.0,,,0.016,2.33,0.6,7.5,7.5
11328,09/22/1983 12:00:00 AM,0.005,140.0,,8.7,,,,72.0,0.313,0.02,,12.0,,,0.048,5.0,2.5,7.5,7.5
11339,09/22/1983 12:00:00 AM,0.038,117.0,,10.6,,,,92.0,0.747,0.006,,11.0,,,0.031,2.0,1.0,7.6,7.6
11377,10/20/1983 12:00:00 AM,0.037,120.0,,11.4,,,,67.0,0.651,0.005,,10.0,,,0.013,0.66,0.6,7.5,7.5
11378,10/20/1983 12:00:00 AM,0.01,140.0,,9.24,,,,84.0,0.316,0.031,,10.6,,,0.056,3.33,4.3,7.4,7.4
11389,10/20/1983 12:00:00 AM,0.106,120.0,,10.0,,,,230.0,0.676,0.03,,10.3,,,0.062,2.0,1.9,7.4,7.4
11431,11/17/1983 12:00:00 AM,0.019,62.0,,10.9,,,,96.0,1.65,0.015,,9.1,,,0.058,39.5,17.0,7.1,7.1
11432,11/17/1983 12:00:00 AM,0.026,80.0,,9.8,,,,84.0,1.75,0.029,,9.5,,,0.057,12.9,11.0,7.1,7.1
11443,11/17/1983 12:00:00 AM,0.025,64.0,,10.8,,,,100.0,1.69,0.018,,9.1,,,0.058,30.2,12.0,7.2,7.2
11477,12/15/1983 12:00:00 AM,0.009,65.0,,12.1,,,,27.0,1.33,0.009,,6.2,,,0.023,5.34,3.0,7.2,7.2
11478,12/15/1983 12:00:00 AM,0.022,71.0,,11.4,,,,22.0,1.36,0.032,,6.1,,,0.046,18.0,14.0,7.2,7.2
11489,12/15/1983 12:00:00 AM,0.014,65.0,,12.1,,,,26.0,1.31,0.015,,6.1,,,0.035,7.67,3.5,7.3,7.3
11501,09/07/1983 12:00:00 AM,,,,,,,,,,,,12.8,,,,,,,
11502,09/07/1983 12:00:00 AM,,,,,,,,,,,,13.0,,,,,,,
11511,09/07/1983 12:00:00 AM,,,,,,,,,,,,12.3,,,,,,,
11547,01/19/1984 12:00:00 AM,0.004,80.0,,13.5,,,,31.0,1.51,0.006,,2.5,,,0.02,3.99,1.6,7.1,7.1
11548,01/19/1984 12:00:00 AM,0.021,83.0,,12.3,,,,1300.0,1.12,0.02,,2.6,,,0.033,5.0,3.4,7.0,7.0
11559,01/19/1984 12:00:00 AM,0.016,87.0,,13.4,,,,92.0,1.41,0.014,,2.5,,,0.021,8.34,3.6,7.4,7.4
11585,02/16/1984 12:00:00 AM,0.018,76.0,,11.9,,,,27.0,1.25,0.009,,6.3,,,0.019,5.67,2.6,7.2,7.2
11586,02/16/1984 12:00:00 AM,0.022,80.0,,10.6,,,,140.0,1.08,0.02,,6.2,,,0.031,5.33,5.5,7.3,7.3
11597,02/16/1984 12:00:00 AM,0.023,74.0,,11.8,,,,44.0,1.22,0.012,,6.2,,,0.025,5.67,2.3,7.3,7.3
11623,03/15/1984 12:00:00 AM,0.007,86.0,,11.4,,,,140.0,0.954,0.007,,7.5,,,0.022,7.34,3.4,7.3,7.3
11624,03/15/1984 12:00:00 AM,0.014,100.0,,10.6,,,,54.0,0.614,0.02,,7.8,,,0.037,12.0,6.0,7.5,7.5
11635,03/15/1984 12:00:00 AM,0.013,88.0,,11.5,,,,120.0,0.869,0.018,,7.6,,,0.037,12.0,3.6,7.3,7.3
11661,04/12/1984 12:00:00 AM,0.001,66.0,,11.6,,,,420.0,0.969,0.007,,7.7,,,0.019,10.0,3.9,7.2,7.2
11662,04/12/1984 12:00:00 AM,0.005,74.0,,11.3,,,,52.0,0.728,0.022,,,,,0.042,9.66,5.8,7.2,7.2
11673,04/12/1984 12:00:00 AM,0.004,67.0,,11.6,,,,120.0,0.908,0.012,,7.7,,,0.021,8.01,4.0,7.3,7.3
11699,05/17/1984 12:00:00 AM,0.007,88.0,,11.3,,,,34.0,0.959,0.013,,10.1,,,0.015,3.67,1.6,7.4,7.4
11700,05/17/1984 12:00:00 AM,0.007,104.0,,9.4,,,,230.0,0.423,0.032,,10.7,,,0.038,5.67,3.6,7.3,7.3
11711,05/17/1984 12:00:00 AM,0.001,92.0,,11.8,,,,68.0,0.924,0.015,,9.7,,,0.026,5.34,1.7,7.6,7.6
11741,06/14/1984 12:00:00 AM,0.001,105.0,,10.8,,,,80.0,0.767,0.005,,12.4,,,0.018,3.33,1.7,7.8,7.8
11742,06/14/1984 12:00:00 AM,0.002,135.0,,8.8,,,,900.0,0.332,0.04,,13.4,,,0.049,6.33,0.5,8.3,8.3
11753,06/14/1984 12:00:00 AM,0.001,180.0,,11.4,,,,100.0,0.687,0.007,,12.5,,,0.021,3.33,1.8,7.9,7.9
11795,07/19/1984 12:00:00 AM,0.004,125.0,,10.6,,,,75.0,0.876,0.011,,13.0,,,0.026,2.0,0.8,7.6,7.6
11796,07/19/1984 12:00:00 AM,0.038,163.0,,8.37,,,,1700.0,0.372,0.049,,13.8,,,0.073,19.3,8.0,7.5,7.5
11807,07/19/1984 12:00:00 AM,0.004,125.0,,10.5,,,,300.0,0.8,0.013,,12.4,,,0.032,6.0,1.8,7.8,7.8
11845,08/16/1984 12:00:00 AM,0.01,151.0,,8.68,,,,52.0,0.763,0.01,,14.7,,,0.033,,0.6,7.8,7.8
11846,08/16/1984 12:00:00 AM,0.009,200.0,,8.41,,,,64.0,0.337,0.039,,15.3,,,0.064,,3.0,7.8,7.8
11857,08/16/1984 12:00:00 AM,0.016,162.0,,8.45,,,,80.0,0.711,0.018,,15.5,,,0.043,,1.0,7.7,7.7
11899,09/20/1984 12:00:00 AM,0.036,176.0,,10.0,,,,1400.0,0.968,0.025,,12.9,,,0.04,6.99,2.6,7.4,7.4
11900,09/20/1984 12:00:00 AM,0.023,131.0,,7.22,,,,1600.0,0.518,0.147,,13.4,,,0.387,153.0,21.0,7.4,7.4
11911,09/20/1984 12:00:00 AM,0.104,130.0,,9.28,,,,1400.0,0.97,0.051,,12.8,,,0.1,20.0,4.5,7.5,7.5
11948,10/18/1984 12:00:00 AM,0.001,129.0,,12.0,,,,74.0,0.766,0.013,,7.6,,,0.018,1.34,0.8,7.3,7.3
11949,10/18/1984 12:00:00 AM,0.011,166.0,,9.41,,,,31.0,0.319,0.034,,8.3,,,0.046,3.0,2.9,7.2,7.2
11960,10/18/1984 12:00:00 AM,0.123,135.0,,10.8,,,,120.0,0.765,0.036,,7.6,,,0.056,3.33,1.4,7.3,7.3
11998,11/16/1984 12:00:00 AM,0.005,92.0,,11.8,,,,50.0,1.22,0.011,,6.9,,,0.023,5.67,1.8,7.1,7.1
11999,11/16/1984 12:00:00 AM,0.013,113.0,,10.6,,,,46.0,0.986,0.02,,5.9,,,0.039,9.33,3.6,7.1,7.1
12010,11/16/1984 12:00:00 AM,0.028,94.0,,11.5,,,,69.0,1.22,0.016,,7.0,,,0.035,5.33,1.9,7.1,7.1
12044,12/12/1984 12:00:00 AM,0.007,76.0,,12.0,,,,52.0,1.54,0.008,,5.3,,,0.02,8.0,2.6,7.2,7.2
12045,12/12/1984 12:00:00 AM,0.015,80.0,,11.0,,,,40.0,1.4,0.023,,5.5,,,0.034,11.7,7.8,7.3,7.3
12056,12/12/1984 12:00:00 AM,0.013,75.0,,11.7,,,,40.0,1.42,0.012,,5.6,,,0.022,6.66,3.0,7.2,7.2
12076,08/29/1984 12:00:00 AM,,,,,,,,,,,,11.8,,,,,,,
12077,08/29/1984 12:00:00 AM,,,,,,,,,,,,12.0,,,,,,,
12086,08/29/1984 12:00:00 AM,,,,,,,,,,,,11.9,,,,,,,
12124,01/17/1985 12:00:00 AM,0.001,97.0,,12.8,,,,15.0,1.23,0.01,,4.9,,,0.017,0.66,0.8,7.3,7.3
12125,01/17/1985 12:00:00 AM,0.002,120.0,,11.6,,,,65.0,0.856,0.021,,4.9,,,0.038,2.33,2.6,7.3,7.3
12136,01/17/1985 12:00:00 AM,0.001,100.0,,12.6,,,,14.0,1.15,0.014,,5.1,,,0.032,7.34,1.7,7.2,7.2
12162,02/14/1985 12:00:00 AM,0.001,85.0,,12.9,,,,280.0,1.4,0.006,,4.3,,,0.019,4.2,1.4,7.3,7.3
12163,02/14/1985 12:00:00 AM,0.005,87.0,,12.5,,,,23.0,1.37,0.01,,4.3,,,0.03,4.25,2.3,7.2,7.2
12174,02/14/1985 12:00:00 AM,0.007,87.0,,13.2,,,,34.0,1.33,0.009,,3.8,,,0.02,2.5,1.7,7.2,7.2
12200,03/21/1985 12:00:00 AM,0.005,90.0,,12.0,,,,38.0,1.04,0.02,,6.2,,,0.023,4.34,1.5,7.5,7.5
12201,03/21/1985 12:00:00 AM,0.004,105.0,,10.0,,,,80.0,0.508,0.028,,6.9,,,0.029,4.0,3.0,8.4,8.4
12212,03/21/1985 12:00:00 AM,0.014,86.0,,,,,,84.0,0.961,0.023,,6.3,,,0.028,3.33,1.6,8.3,8.3
12238,04/18/1985 12:00:00 AM,0.001,94.0,,11.3,,,,96.0,1.0,0.011,,9.1,,,0.015,2.99,1.5,7.4,7.4
12239,04/18/1985 12:00:00 AM,0.001,107.0,,11.0,,,,280.0,0.446,0.024,,9.7,,,0.038,4.68,1.0,7.3,7.3
12250,04/18/1985 12:00:00 AM,0.001,93.0,,11.2,,,,220.0,0.847,0.013,,9.2,,,0.024,3.33,1.2,7.5,7.5
12276,05/16/1985 12:00:00 AM,0.007,95.0,,11.0,,,,43.0,1.14,0.009,,11.5,,,0.02,2.67,1.1,7.4,7.4
12277,05/16/1985 12:00:00 AM,0.016,115.0,,9.14,,,,56.0,0.426,0.024,,11.5,,,0.05,4.32,2.1,7.3,7.3
12288,05/16/1985 12:00:00 AM,0.006,95.0,,11.2,,,,150.0,1.04,0.014,,11.1,,,0.029,4.0,1.3,7.4,7.4
12318,06/13/1985 12:00:00 AM,0.001,83.0,,10.5,,,,150.0,0.81,0.013,,11.8,,,0.029,4.01,1.2,7.5,7.5
12319,06/13/1985 12:00:00 AM,0.001,112.0,,8.3,,,,140.0,0.399,0.024,,13.0,,,0.053,3.34,1.9,7.5,7.5
12330,06/13/1985 12:00:00 AM,0.001,84.0,,9.91,,,,270.0,0.828,0.013,,12.0,,,0.034,4.01,1.7,7.8,7.8
12372,07/18/1985 12:00:00 AM,0.001,122.0,,10.7,,,,130.0,0.667,0.001,,17.0,,,0.028,3.0,1.6,7.4,7.4
12373,07/18/1985 12:00:00 AM,0.001,152.0,,8.14,,,,640.0,0.341,0.02,,16.2,,,0.041,3.0,2.5,7.4,7.4
12384,07/18/1985 12:00:00 AM,0.001,122.0,,10.9,,,,170.0,0.603,0.003,,16.4,,,0.027,2.01,1.2,7.6,7.6
12422,08/15/1985 12:00:00 AM,0.001,138.0,,10.2,,,,190.0,0.721,0.007,,16.9,,,0.018,2.0,1.5,7.7,7.7
12423,08/15/1985 12:00:00 AM,0.001,149.0,,7.65,,,,310.0,0.28,0.025,,16.0,,,0.044,2.34,2.2,7.5,7.5
12434,08/15/1985 12:00:00 AM,0.001,128.0,,9.4,,,,330.0,0.684,0.014,,16.4,,,0.041,2.67,1.3,7.7,7.7
12476,09/19/1985 12:00:00 AM,0.001,120.0,,11.0,,,,86.0,0.752,0.015,,12.1,,,0.029,3.67,1.3,7.7,7.7
12477,09/19/1985 12:00:00 AM,0.001,140.0,,8.5,,,,120.0,0.206,0.028,,12.6,,,0.045,0.67,2.5,7.3,7.3
12488,09/19/1985 12:00:00 AM,0.003,122.0,,10.6,,,,140.0,0.732,0.023,,12.0,,,0.046,3.0,2.2,7.7,7.7
12526,10/17/1985 12:00:00 AM,0.008,108.0,,10.9,,,,120.0,0.732,0.011,,10.0,,,0.037,2.67,1.0,7.4,7.4
12527,10/17/1985 12:00:00 AM,0.017,140.0,,8.64,,,,90.0,0.238,0.031,,10.8,,,0.056,3.67,2.5,7.1,7.1
12538,10/17/1985 12:00:00 AM,0.071,110.0,,9.72,,,,140.0,0.722,0.033,,10.4,,,,12.3,2.1,7.4,7.4
12588,12/12/1985 12:00:00 AM,0.001,96.0,,13.4,,,,30.0,1.63,0.008,,2.5,,,0.039,3.33,1.6,7.3,7.3
12589,12/12/1985 12:00:00 AM,0.003,121.0,,11.9,,,,73.0,1.49,0.02,,2.4,,,0.035,5.66,3.9,7.1,7.1
12600,12/12/1985 12:00:00 AM,0.002,100.0,,13.4,,,,60.0,1.6,0.012,,2.7,,,0.02,6.99,2.8,7.2,7.2
12621,09/04/1985 12:00:00 AM,,,,,,,,,,,,12.7,,,,,,,
12622,09/04/1985 12:00:00 AM,,,,,,,,,,,,13.4,,,,,,,
12634,09/04/1985 12:00:00 AM,,,,,,,,,,,,12.7,,,,,,,
12666,03/20/1986 12:00:00 AM,0.001,97.0,,11.4,,,,32.0,0.931,0.011,,9.3,,,0.024,4.01,1.2,7.3,7.3
12667,03/20/1986 12:00:00 AM,0.001,130.0,,10.3,,,,55.0,0.558,0.022,,10.0,,,0.04,6.68,2.6,7.1,7.1
12668,03/20/1986 12:00:00 AM,0.001,102.0,,11.7,,,,13.0,1.0,0.009,,9.4,,,0.03,3.0,1.1,7.1,7.1
12704,04/17/1986 12:00:00 AM,0.008,105.0,,11.4,,,,33.0,0.802,0.018,,9.3,,,0.026,1.67,1.4,7.3,7.3
12705,04/17/1986 12:00:00 AM,0.001,135.0,,9.95,,,,37.0,0.439,0.028,,8.9,,,0.033,1.34,1.8,7.2,7.2
12706,04/17/1986 12:00:00 AM,0.001,107.0,,11.7,,,,20.0,0.867,0.013,,8.7,,,0.021,2.0,1.1,7.3,7.3
12742,05/15/1986 12:00:00 AM,0.001,89.0,,11.6,,,,100.0,0.894,0.003,,8.5,,,0.025,6.0,2.5,7.3,7.3
12743,05/15/1986 12:00:00 AM,0.001,126.0,,9.92,,,,97.0,0.503,0.013,,9.4,,,0.034,2.67,2.3,7.2,7.2
12744,05/15/1986 12:00:00 AM,0.001,85.0,,11.7,,,,60.0,0.878,0.001,,8.7,,,0.024,6.33,2.5,7.3,7.3
12774,06/12/1986 12:00:00 AM,0.001,135.0,,10.7,,,,270.0,0.84,0.01,,14.4,,,0.016,2.6,0.9,7.6,7.6
12775,06/12/1986 12:00:00 AM,0.022,182.0,,8.1,,,,220.0,0.342,0.038,,14.7,,,0.042,4.6,2.1,6.9,6.9
12776,06/12/1986 12:00:00 AM,0.001,130.0,,10.9,,,,130.0,0.843,0.009,,17.5,,,0.024,3.2,0.7,7.4,7.4
12829,07/17/1986 12:00:00 AM,0.013,116.0,,10.5,,,,940.0,0.634,0.015,,12.5,,,0.034,6.0,2.2,,
12830,07/17/1986 12:00:00 AM,0.002,159.0,,8.91,,,,380.0,0.231,0.04,,13.1,,,0.088,18.7,6.7,,
12831,07/17/1986 12:00:00 AM,0.007,116.0,,10.9,,,,260.0,0.663,0.01,,12.4,,,0.027,6.66,2.1,,
12888,08/14/1986 12:00:00 AM,0.01,147.0,,9.86,,,,360.0,0.693,0.023,,14.6,,,0.035,3.33,0.9,7.3,7.3
12889,08/14/1986 12:00:00 AM,0.001,195.0,,8.55,,,,1100.0,0.224,0.024,,15.8,,,0.037,4.0,1.7,7.2,7.2
12890,08/14/1986 12:00:00 AM,0.001,152.0,,10.4,,,,120.0,0.713,0.013,,14.5,,,0.018,3.0,0.7,7.4,7.4
12937,09/17/1986 12:00:00 AM,0.007,136.0,,11.0,,,,150.0,0.647,0.02,,11.7,,,0.03,3.67,1.1,7.8,7.8
12938,09/17/1986 12:00:00 AM,0.008,173.0,,9.52,,,,320.0,0.394,0.034,,12.1,,,0.032,5.67,3.8,7.8,7.8
12939,09/17/1986 12:00:00 AM,0.005,145.0,,11.2,,,,93.0,0.652,0.012,,11.5,,,0.017,4.34,1.0,7.7,7.7
13001,10/16/1986 12:00:00 AM,0.099,148.0,,11.0,,,,170.0,0.713,0.035,,8.2,,,0.057,7.67,2.6,7.7,7.7
13002,10/16/1986 12:00:00 AM,0.02,199.0,,9.77,,,,93.0,0.514,0.05,,9.7,,,0.058,11.0,6.2,8.3,8.3
13003,10/16/1986 12:00:00 AM,0.004,144.0,,12.7,,,,23.0,0.677,0.009,,7.9,,,0.016,2.33,1.2,7.8,7.8
13055,11/13/1986 12:00:00 AM,0.057,225.0,,11.2,,,,60.0,0.916,0.019,,7.4,,,0.041,2.67,4.1,7.4,7.4
13056,11/13/1986 12:00:00 AM,0.007,155.0,,9.99,,,,18.0,0.487,0.027,,8.1,,,0.056,7.33,3.6,7.3,7.3
13057,11/13/1986 12:00:00 AM,0.003,108.0,,11.9,,,,77.0,0.962,0.009,,7.3,,,0.02,1.33,1.1,7.6,7.6
13105,12/11/1986 12:00:00 AM,0.026,110.0,,12.5,,,,31.0,1.16,0.017,,4.2,,,0.029,20.3,4.2,7.3,7.3
13106,12/11/1986 12:00:00 AM,0.013,135.0,,11.4,,,,6.0,0.814,0.027,,5.1,,,0.025,4.33,4.1,7.2,7.2
13107,12/11/1986 12:00:00 AM,0.013,110.0,,12.7,,,,30.0,1.23,0.01,,4.2,,,0.015,4.33,3.3,7.3,7.3
13148,01/16/1986 12:00:00 AM,0.003,102.0,,11.7,,,,41.0,1.46,0.011,,7.2,,,0.021,2.67,0.8,7.3,7.3
13149,01/16/1986 12:00:00 AM,0.006,125.0,,10.6,,,,7.0,1.1,0.024,,7.3,,,0.032,3.66,1.8,7.2,7.2
13160,01/16/1986 12:00:00 AM,0.016,104.0,,11.7,,,,35.0,1.4,0.016,,7.2,,,0.027,4.01,4.6,7.3,7.3
13186,02/20/1986 12:00:00 AM,0.001,92.0,,13.1,,,,17.0,1.43,0.009,,3.4,,,0.018,3.0,1.5,7.2,7.2
13187,02/20/1986 12:00:00 AM,0.001,120.0,,12.1,,,,100.0,1.16,0.019,,3.3,,,0.029,6.66,4.0,7.2,7.2
13198,02/20/1986 12:00:00 AM,0.003,94.0,,13.0,,,,17.0,1.38,0.012,,3.3,,,0.025,3.66,1.6,7.2,7.2
13219,09/03/1986 12:00:00 AM,,,,,,,,,,,,13.8,,,,,,,
13220,09/03/1986 12:00:00 AM,,,,,,,,,,,,13.8,,,,,,,
13232,09/03/1986 12:00:00 AM,,,,,,,,,,,,14.8,,,,,,,
13267,01/14/1987 12:00:00 AM,0.017,80.0,,12.6,,,,59.0,1.13,0.013,,4.8,,,0.024,8.67,3.3,7.2,7.2
13268,01/14/1987 12:00:00 AM,0.01,80.0,,12.0,,,,27.0,0.94,0.018,,4.4,,,0.031,4.0,3.5,7.2,7.2
13269,01/14/1987 12:00:00 AM,0.01,88.0,,12.8,,,,63.0,1.21,0.008,,4.8,,,0.021,10.7,3.3,7.3,7.3
13305,02/18/1987 12:00:00 AM,0.019,91.0,,12.1,,,,30.0,1.09,0.012,,6.0,,,0.031,6.67,1.5,7.1,7.1
13306,02/18/1987 12:00:00 AM,0.024,140.0,,12.0,,,,2.0,0.724,0.03,,7.0,,,0.059,12.0,6.1,7.0,7.0
13307,02/18/1987 12:00:00 AM,0.008,86.0,,12.6,,,,40.0,1.19,0.009,,6.0,,,0.019,3.67,1.3,7.1,7.1
13345,03/18/1987 12:00:00 AM,0.012,84.0,,11.8,,,,28.0,0.976,0.011,,8.0,,,0.026,4.33,3.9,7.2,7.2
13346,03/18/1987 12:00:00 AM,0.01,99.0,,10.7,,,,18.0,0.654,0.021,,8.0,,,0.042,3.33,3.5,7.1,7.1
13347,03/18/1987 12:00:00 AM,0.007,80.0,,11.9,,,,117.0,1.03,0.012,,7.9,,,0.023,7.33,4.0,7.3,7.3
13387,04/15/1987 12:00:00 AM,0.016,89.0,,11.1,,,,60.0,0.747,0.007,,10.0,,,0.028,13.2,3.5,7.6,7.6
13388,04/15/1987 12:00:00 AM,0.014,125.0,,10.1,,,,53.0,0.431,0.02,,11.0,,,0.043,11.6,3.4,7.4,7.4
13389,04/15/1987 12:00:00 AM,0.013,86.0,,10.4,,,,100.0,0.759,0.003,,10.0,,,0.025,12.0,3.2,7.5,7.5
13408,04/30/1987 12:00:00 AM,0.013,116.0,,9.93,,,200.0,184.0,0.702,0.008,,12.4,,,0.025,3.67,1.4,7.5,7.5
13436,05/13/1987 12:00:00 AM,0.014,120.0,,11.3,,,,220.0,0.679,0.013,,11.0,,,0.022,1.33,0.7,7.7,7.7
13437,05/13/1987 12:00:00 AM,0.018,160.0,,9.25,,,,190.0,0.313,0.048,,13.0,,,0.063,3.0,1.7,7.4,7.4
13438,05/13/1987 12:00:00 AM,0.018,118.0,,11.0,,,,196.0,0.747,0.011,,11.0,,,0.018,1.33,0.5,7.5,7.5
13488,06/10/1987 12:00:00 AM,0.009,140.0,,11.0,,,,193.0,0.62,0.007,,12.4,,,0.026,2.67,0.7,7.8,7.8
13489,06/10/1987 12:00:00 AM,0.008,180.0,,9.25,,,,640.0,0.388,0.037,,13.5,,,0.063,3.67,2.3,7.5,7.5
13490,06/10/1987 12:00:00 AM,0.007,140.0,,11.0,,,,183.0,0.66,0.005,,11.8,,,0.017,1.67,4.0,7.6,7.6
13540,07/15/1987 12:00:00 AM,0.014,145.0,,10.0,,,,260.0,0.692,0.021,,14.9,,,0.034,3.33,1.8,7.8,7.8
13541,07/15/1987 12:00:00 AM,0.008,197.0,,9.25,,,,714.0,0.412,0.044,,14.7,,,0.059,9.0,7.9,7.6,7.6
13542,07/15/1987 12:00:00 AM,0.009,156.0,,10.3,,,,213.0,0.757,0.014,,14.0,,,0.021,0.01,0.9,7.7,7.7
13588,08/12/1987 12:00:00 AM,0.003,145.0,,10.5,,,,210.0,0.649,0.022,,15.3,,,0.033,2.33,0.9,7.9,7.9
13589,08/12/1987 12:00:00 AM,0.004,190.0,,9.36,,,,703.0,0.368,0.032,,15.3,,,0.038,4.67,2.5,7.5,7.5
13590,08/12/1987 12:00:00 AM,0.001,165.0,,10.5,,,,73.0,0.661,0.013,,14.2,,,0.018,2.33,0.8,7.6,7.6
13651,09/16/1987 12:00:00 AM,0.004,140.0,,10.7,,,,210.0,0.651,0.016,,12.0,,,0.035,2.67,0.9,7.9,7.9
13652,09/16/1987 12:00:00 AM,0.001,182.0,,10.3,,,,1560.0,0.139,0.033,,14.0,,,0.049,1.67,1.7,7.7,7.7
13653,09/16/1987 12:00:00 AM,0.001,145.0,,11.6,,,,91.0,0.623,0.007,,12.0,,,0.017,1.67,0.6,7.8,7.8
13716,10/14/1987 12:00:00 AM,0.091,140.0,,9.43,,,,390.0,0.731,0.033,,9.0,,,0.061,6.67,1.5,7.6,7.6
13717,10/14/1987 12:00:00 AM,0.018,180.0,,10.2,,,,1630.0,0.471,0.027,,10.5,,,0.043,3.67,1.6,7.6,7.6
13718,10/14/1987 12:00:00 AM,0.013,140.0,,11.8,,,,170.0,0.7,0.006,,9.0,,,0.016,1.33,0.9,7.8,7.8
13785,11/10/1987 12:00:00 AM,0.149,137.0,,10.9,,,,56.0,0.754,0.035,,10.1,,,0.06,3.33,1.3,7.5,7.5
13786,11/10/1987 12:00:00 AM,0.007,166.0,,9.6,,,,293.0,0.361,0.019,,11.9,,,0.035,2.67,1.3,7.5,7.5
13787,11/10/1987 12:00:00 AM,0.001,141.0,,12.2,,,,23.0,0.661,0.001,,10.0,,,0.014,1.67,0.4,7.7,7.7
13841,12/15/1987 12:00:00 AM,0.032,100.0,,12.2,,,,58.0,1.72,0.019,,5.0,,,0.036,6.0,4.1,7.5,7.5
13842,12/15/1987 12:00:00 AM,0.012,139.0,,10.8,,,,71.0,1.22,0.025,,6.0,,,0.04,5.33,5.4,7.3,7.3
13843,12/15/1987 12:00:00 AM,0.009,108.0,,12.4,,,,52.0,1.81,0.011,,4.0,,,0.021,3.0,3.6,7.3,7.3
13886,09/02/1987 12:00:00 AM,,,,,,,,,,,,16.0,,,,,,,
13887,09/02/1987 12:00:00 AM,,,,,,,,,,,,15.0,,,,,,,
13893,09/02/1987 12:00:00 AM,,,,,,,,,,,,16.0,,,,,,,
13895,09/02/1987 12:00:00 AM,,,,,,,,,,,,16.0,,,,,,,
13926,01/13/1988 12:00:00 AM,0.012,100.0,,12.1,,,,60.0,1.21,0.015,,5.8,,,0.037,7.0,5.4,7.5,7.5
13927,01/13/1988 12:00:00 AM,0.101,120.0,,11.2,,,,37.0,0.698,0.235,,5.7,,,0.267,5.5,6.3,7.2,7.2
13928,01/13/1988 12:00:00 AM,0.003,121.0,,12.4,,,,80.0,1.26,0.014,,5.9,,,0.032,5.0,4.2,7.4,7.4
13949,01/14/1988 12:00:00 AM,0.036,86.0,,11.2,,,500.0,480.0,1.21,0.031,,7.0,,,0.134,83.0,25.0,7.3,7.3
